instance family mcis-fc-induced
meshes-CVIU11-5-517 10 1e8
meshes-CVIU11-5-59 10 1000.000183
meshes-CVIU11-5-73 10 1000.000000
meshes-CVIU11-5-99 10 1e8
meshes-CVIU11-6-102 10 1e8
meshes-CVIU11-6-150 10 1e8
meshes-CVIU11-6-151 10 1e8
meshes-CVIU11-6-163 10 1e8
meshes-CVIU11-6-194 10 1e8
meshes-CVIU11-6-211 10 1e8
meshes-CVIU11-6-265 10 1000.000183
meshes-CVIU11-6-293 10 1000.000000
meshes-CVIU11-6-303 10 1e8
meshes-CVIU11-6-306 10 1e8
meshes-CVIU11-6-314 10 1e8
meshes-CVIU11-6-325 10 1000.000244
meshes-CVIU11-6-338 10 1000.000244
meshes-CVIU11-6-345 10 1e8
meshes-CVIU11-6-400 10 1e8
meshes-CVIU11-6-438 10 1e8
meshes-CVIU11-6-443 10 1e8
meshes-CVIU11-6-485 10 1e8
meshes-CVIU11-6-498 10 1000.000122
meshes-CVIU11-6-523 10 1000.000000
meshes-CVIU11-6-528 10 1e8
meshes-CVIU11-6-56 10 1e8
meshes-CVIU11-6-58 10 1000.000000
meshes-CVIU11-6-65 10 1e8
meshes-CVIU11-6-68 10 1e8
meshes-CVIU11-6-77 10 1e8
meshes-CVIU11-6-81 10 1e8
PR15-1 9 1e8
PR15-2 9 117.461349
PR15-3 9 71.781425
PR15-4 9 24.781981
PR15-5 9 215.872864
PR15-6 9 1e8
PR15-7 9 1e8
PR15-8 9 10.525413
PR15-9 9 1e8
PR15-10 9 31.819361
PR15-11 9 5.948093
PR15-12 9 18.510756
PR15-13 9 1e8
PR15-14 9 1e8
PR15-15 9 1e8
PR15-16 9 3.318842
PR15-17 9 11.227682
PR15-18 9 123.752953
PR15-19 9 15.984004
PR15-20 9 24.981096
PR15-21 9 124.982559
PR15-22 9 50.417816
PR15-23 9 6.097260
PR15-24 9 1e8
g10-g100 11 1000.000061
g10-g101 11 1000.000122
g10-g102 11 1000.000122
g10-g103 11 1000.000122
g10-g104 11 1e8
g10-g105 11 1e8
g10-g106 11 1e8
g10-g107 11 1e8
g10-g108 11 1e8
g10-g109 11 1e8
g10-g110 11 1e8
g10-g111 11 1e8
g10-g112 11 1e8
g10-g51 11 1000.000061
g10-g52 11 1000.000000
g10-g53 11 1000.000061
g10-g54 11 1000.000061
g10-g55 11 1000.000000
g10-g56 11 1000.000122
g10-g57 11 1000.000061
g10-g61 11 1000.000061
g10-g62 11 1000.000000
g10-g63 11 1000.000061
g10-g64 11 1000.000122
g10-g65 11 1000.000061
g10-g67 11 1000.000061
g10-g68 11 1000.000061
g10-g69 11 1000.000061
g10-g70 11 1000.000061
g10-g71 11 1000.000122
g10-g72 11 1000.000061
g10-g74 11 1000.000000
g10-g75 11 1000.000061
g10-g76 11 1000.000061
g10-g77 11 1000.000000
g10-g78 11 1000.000000
g10-g79 11 1000.000122
g10-g80 11 1000.000061
g10-g81 11 1000.000122
g10-g83 11 1000.000122
g10-g84 11 1000.000000
g10-g85 11 1000.000183
g10-g87 11 1000.000000
g10-g88 11 1000.000000
g10-g89 11 1000.000000
g10-g90 11 1000.000183
g10-g91 11 1000.000122
g10-g92 11 1000.000122
g10-g94 11 1000.000061
g10-g95 11 1000.000244
g10-g96 11 1000.000122
g10-g97 11 1000.000122
g10-g98 11 1000.000305
g10-g99 11 1000.000061
g11-g100 11 1000.000122
g11-g101 11 1000.000061
g11-g102 11 1000.000061
g11-g103 11 1000.000122
g11-g104 11 1e8
g11-g105 11 1e8
g11-g106 11 1e8
g11-g107 11 1e8
g11-g108 11 1e8
g11-g109 11 1e8
g11-g110 11 1e8
g11-g111 11 1e8
g11-g112 11 1e8
g11-g51 11 1000.000000
g11-g52 11 1000.000000
g11-g53 11 1000.000061
g11-g54 11 1000.000000
g11-g55 11 1000.000000
g11-g56 11 1000.000061
g11-g57 11 1000.000061
g11-g61 11 1000.000061
g11-g62 11 1000.000061
g11-g63 11 1000.000061
g11-g64 11 1000.000061
g11-g65 11 1000.000061
g11-g67 11 1000.000061
g11-g68 11 1000.000061
g11-g69 11 1000.000061
g11-g70 11 1000.000061
g11-g71 11 1000.000122
g11-g72 11 1000.000061
g11-g74 11 1000.000061
g11-g75 11 1000.000061
g11-g76 11 1000.000061
g11-g77 11 1000.000000
g11-g78 11 11.787423
g11-g79 11 1000.000061
g11-g80 11 1000.000061
g11-g81 11 1000.000061
g11-g83 11 1000.000061
g11-g84 11 305.910126
g11-g85 11 1000.000061
g11-g87 11 1000.000122
g11-g88 11 1000.000122
g11-g89 11 1000.000000
g11-g90 11 1000.000061
g11-g91 11 1000.000244
g11-g92 11 1000.000122
g11-g94 11 1000.000305
g11-g95 11 1000.000366
g11-g96 11 1000.000305
g11-g97 11 1000.000366
g11-g98 11 1000.000305
g11-g99 11 1000.000183
g12-g100 11 1000.000061
g12-g101 11 1000.000244
g12-g102 11 1000.000061
g12-g103 11 1000.000122
g12-g104 11 1e8
g12-g105 11 1e8
g12-g106 11 1e8
g12-g107 11 1e8
g12-g108 11 1e8
g12-g109 11 1e8
g12-g110 11 1e8
g12-g111 11 1e8
g12-g112 11 1e8
g12-g51 11 1000.000061
g12-g52 11 1000.000061
g12-g53 11 1000.000000
g12-g54 11 1000.000061
g12-g55 11 1000.000000
g12-g56 11 1000.000061
g12-g57 11 1000.000000
g12-g61 11 1000.000000
g12-g62 11 1000.000061
g12-g63 11 1000.000000
g12-g64 11 1000.000061
g12-g65 11 1000.000122
g12-g67 11 1000.000000
g12-g68 11 1000.000061
g12-g69 11 1000.000061
g12-g70 11 1000.000061
g12-g71 11 1000.000061
g12-g72 11 1000.000122
g12-g74 11 1000.000000
g12-g75 11 1000.000061
g12-g76 11 1000.000061
g12-g77 11 1000.000061
g12-g78 11 1000.000122
g12-g79 11 1000.000061
g12-g80 11 1000.000061
g12-g81 11 1000.000061
g12-g83 11 1000.000061
g12-g84 11 1000.000061
g12-g85 11 1000.000061
g12-g87 11 1000.000122
g12-g88 11 1000.000122
g12-g89 11 1000.000061
g12-g90 11 1000.000183
g12-g91 11 1000.000305
g12-g92 11 1000.000183
g12-g94 11 1000.000183
g12-g95 11 1000.000183
g12-g96 11 1000.000122
g12-g97 11 1000.000244
g12-g98 11 1000.000244
g12-g99 11 1000.000061
g13-g100 11 1000.000061
g13-g101 11 1000.000061
g13-g102 11 1000.000061
g13-g103 11 1000.000244
g13-g104 11 1e8
g13-g105 11 1e8
g13-g106 11 1e8
g13-g107 11 1e8
g13-g108 11 1e8
g13-g109 11 1e8
g13-g110 11 1e8
g13-g111 11 1e8
g13-g112 11 1e8
g13-g51 11 1000.000000
g13-g52 11 1000.000061
g13-g53 11 1000.000061
g13-g54 11 1000.000000
g13-g55 11 1000.000061
g13-g56 11 1000.000061
g13-g57 11 1000.000061
g13-g61 11 1000.000061
g13-g62 11 1000.000061
g13-g63 11 1000.000061
g13-g64 11 1000.000061
g13-g65 11 1000.000061
g13-g67 11 1000.000000
g13-g68 11 1000.000061
g13-g69 11 1000.000061
g13-g70 11 1000.000122
g13-g71 11 1000.000122
g13-g72 11 1000.000122
g13-g74 11 1000.000061
g13-g75 11 1000.000061
g13-g76 11 1000.000061
g13-g77 11 1000.000000
g13-g78 11 1000.000061
g13-g79 11 1000.000061
g13-g80 11 1000.000366
g13-g81 11 1000.000183
g13-g83 11 1000.000061
g13-g84 11 1000.000122
g13-g85 11 1000.000061
g13-g87 11 1000.000244
g13-g88 11 1000.000061
g13-g89 11 1000.000183
g13-g90 11 1000.000122
g13-g91 11 1000.000305
g13-g92 11 1000.000610
g13-g94 11 1000.000244
g13-g95 11 1000.000244
g13-g96 11 1000.000305
g13-g97 11 1000.000244
g13-g98 11 1000.000183
g13-g99 11 1000.000122
g14-g100 11 1000.033325
g14-g101 11 1000.000000
g14-g102 11 1000.006409
g14-g103 11 1000.000000
g14-g104 11 1e8
g14-g105 11 1e8
g14-g106 11 1e8
g14-g107 11 1e8
g14-g108 11 1e8
g14-g109 11 1e8
g14-g110 11 1e8
g14-g111 11 1e8
g14-g112 11 1e8
g14-g51 11 1000.000000
g14-g52 11 1000.000061
g14-g53 11 1000.000061
g14-g54 11 1000.000000
g14-g55 11 1000.000000
g14-g56 11 1000.000000
g14-g57 11 1000.000061
g14-g61 11 1000.000061
g14-g62 11 1000.000061
g14-g63 11 1000.000061
g14-g64 11 1000.000061
g14-g65 11 1000.000000
g14-g67 11 1000.000000
g14-g68 11 1000.000061
g14-g69 11 1000.000122
g14-g70 11 1000.000122
g14-g71 11 1000.000061
g14-g72 11 1000.000061
g14-g74 11 1000.000000
g14-g75 11 1000.000061
g14-g76 11 1000.000061
g14-g77 11 1000.000000
g14-g78 11 1000.000061
g14-g79 11 1000.000000
g14-g80 11 1000.000244
g14-g81 11 1000.000061
g14-g83 11 1000.000000
g14-g84 11 1000.000000
g14-g85 11 1000.000061
g14-g87 11 1000.000000
g14-g88 11 1000.000061
g14-g89 11 1000.000061
g14-g90 11 1000.000061
g14-g91 11 1000.000122
g14-g92 11 1000.000366
g14-g94 11 1000.000183
g14-g95 11 1000.000427
g14-g96 11 1000.000305
g14-g97 11 1000.000122
g14-g98 11 1000.000427
g14-g99 11 1000.000366
g15-g100 11 1000.000366
g15-g101 11 1000.000061
g15-g102 11 1000.000122
g15-g103 11 1000.000122
g15-g104 11 1e8
g15-g105 11 1e8
g15-g106 11 1e8
g15-g107 11 1e8
g15-g108 11 1e8
g15-g109 11 1e8
g15-g110 11 1e8
g15-g111 11 1e8
g15-g112 11 1e8
g15-g51 11 1000.000000
g15-g52 11 1000.000061
g15-g53 11 1000.000061
g15-g54 11 1000.000061
g15-g55 11 1000.000061
g15-g56 11 1000.000061
g15-g57 11 1000.000061
g15-g61 11 1000.000061
g15-g62 11 1000.000061
g15-g63 11 1000.000061
g15-g64 11 1000.000061
g15-g65 11 1000.000061
g15-g67 11 1000.000061
g15-g68 11 1000.000183
g15-g69 11 1000.000183
g15-g70 11 1000.000061
g15-g71 11 1000.000061
g15-g72 11 1000.000061
g15-g74 11 1000.000061
g15-g75 11 1000.000061
g15-g76 11 1000.000061
g15-g77 11 1000.000000
g15-g78 11 1000.000061
g15-g79 11 1000.000061
g15-g80 11 1000.000366
g15-g81 11 1000.000061
g15-g83 11 1000.000061
g15-g84 11 1000.000061
g15-g85 11 1000.000122
g15-g87 11 1000.000122
g15-g88 11 1000.000122
g15-g89 11 1000.000183
g15-g90 11 1000.000061
g15-g91 11 1000.000061
g15-g92 11 1000.000122
g15-g94 11 1000.000183
g15-g95 11 1000.000854
g15-g96 11 1000.000061
g15-g97 11 1000.000549
g15-g98 11 1000.000244
g15-g99 11 1000.000244
g16-g100 11 1000.000183
g16-g101 11 1000.000000
g16-g102 11 1000.000000
g16-g103 11 1000.003601
g16-g104 11 1e8
g16-g105 11 1e8
g16-g106 11 1e8
g16-g107 11 1e8
g16-g108 11 1e8
g16-g109 11 1e8
g16-g110 11 1e8
g16-g111 11 1e8
g16-g112 11 1e8
g16-g51 11 1000.000000
g16-g52 11 1000.000061
g16-g53 11 1000.000061
g16-g54 11 1000.000000
g16-g55 11 1000.000000
g16-g56 11 1000.000000
g16-g57 11 1000.000061
g16-g61 11 1000.000061
g16-g62 11 1000.000000
g16-g63 11 1000.000061
g16-g64 11 1000.000061
g16-g65 11 1000.000061
g16-g67 11 1000.000000
g16-g68 11 1000.000061
g16-g69 11 1000.000061
g16-g70 11 1000.000061
g16-g71 11 1000.000122
g16-g72 11 1000.000061
g16-g74 11 1000.000000
g16-g75 11 1000.000061
g16-g76 11 1000.000000
g16-g77 11 1000.000000
g16-g78 11 1000.000061
g16-g79 11 1000.000122
g16-g80 11 1000.000244
g16-g81 11 1000.000000
g16-g83 11 1000.000000
g16-g84 11 1000.000061
g16-g85 11 1000.000061
g16-g87 11 1000.000061
g16-g88 11 1000.000061
g16-g89 11 1000.000122
g16-g90 11 1000.000061
g16-g91 11 1000.000061
g16-g92 11 1000.000061
g16-g94 11 1000.000122
g16-g95 11 1000.000183
g16-g96 11 1000.000305
g16-g97 11 1000.000000
g16-g98 11 1000.000122
g16-g99 11 1000.000122
g17-g100 11 1000.000183
g17-g101 11 1e8
g17-g102 11 1e8
g17-g103 11 1e8
g17-g104 11 1e8
g17-g105 11 1e8
g17-g106 11 1e8
g17-g107 11 1e8
g17-g108 11 1e8
g17-g109 11 1e8
g17-g110 11 1e8
g17-g111 11 1e8
g17-g112 11 1e8
g17-g51 11 1000.000000
g17-g52 11 1000.000000
g17-g53 11 1000.000000
g17-g54 11 1000.000061
g17-g55 11 1000.000061
g17-g56 11 1000.000061
g17-g57 11 1000.000000
g17-g61 11 1000.000061
g17-g62 11 1000.000000
g17-g63 11 1000.000061
g17-g64 11 1000.000061
g17-g65 11 1000.000061
g17-g67 11 1000.000061
g17-g68 11 1000.000000
g17-g69 11 1000.000061
g17-g70 11 1000.000061
g17-g71 11 1000.000061
g17-g72 11 1000.000061
g17-g74 11 1000.000000
g17-g75 11 1000.000000
g17-g76 11 1000.000061
g17-g77 11 1000.000061
g17-g78 11 30.194735
g17-g79 11 47.938786
g17-g80 11 1000.000122
g17-g81 11 1000.000122
g17-g83 11 77.515366
g17-g84 11 1000.001648
g17-g85 11 1000.000122
g17-g87 11 1000.000366
g17-g88 11 246.543610
g17-g89 11 1000.000183
g17-g90 11 555.380432
g17-g91 11 1000.000366
g17-g92 11 1000.000366
g17-g94 11 1000.000122
g17-g95 11 1000.000183
g17-g96 11 1000.000183
g17-g97 11 1000.000305
g17-g98 11 1000.000305
g17-g99 11 1000.000061
g18-g100 11 1000.000000
g18-g101 11 1e8
g18-g102 11 1e8
g18-g103 11 1e8
g18-g104 11 1e8
g18-g105 11 1e8
g18-g106 11 1e8
g18-g107 11 1e8
g18-g108 11 1e8
g18-g109 11 1e8
g18-g110 11 1e8
g18-g111 11 1e8
g18-g112 11 1e8
g18-g51 11 1000.000000
g18-g52 11 1000.000061
g18-g53 11 1000.000000
g18-g54 11 1000.000061
g18-g55 11 1000.000061
g18-g56 11 1000.000061
g18-g57 11 1000.000000
g18-g61 11 1000.000061
g18-g62 11 1000.000061
g18-g63 11 1000.000000
g18-g64 11 1000.000122
g18-g65 11 1000.000061
g18-g67 11 1000.000061
g18-g68 11 1000.000122
g18-g69 11 1000.000061
g18-g70 11 1000.000061
g18-g71 11 1000.000122
g18-g72 11 1000.000122
g18-g74 11 1000.000061
g18-g75 11 1000.000061
g18-g76 11 1000.000061
g18-g77 11 1000.000000
g18-g78 11 1000.000122
g18-g79 11 1000.000122
g18-g80 11 1000.000122
g18-g81 11 1000.000061
g18-g83 11 83.752296
g18-g84 11 1000.000122
g18-g85 11 1000.000183
g18-g87 11 1000.000183
g18-g88 11 1000.000122
g18-g89 11 1000.000122
g18-g90 11 1000.000000
g18-g91 11 1000.000183
g18-g92 11 1000.000183
g18-g94 11 1000.001770
g18-g95 11 1000.000061
g18-g96 11 1000.000427
g18-g97 11 1000.000244
g18-g98 11 1000.000183
g18-g99 11 1000.000122
g19-g100 11 1000.000244
g19-g101 11 1e8
g19-g102 11 1e8
g19-g103 11 1e8
g19-g104 11 1e8
g19-g105 11 1e8
g19-g106 11 1e8
g19-g107 11 1e8
g19-g108 11 1e8
g19-g109 11 1e8
g19-g110 11 1e8
g19-g111 11 1e8
g19-g112 11 1e8
g19-g51 11 1000.000061
g19-g52 11 1000.000061
g19-g53 11 1000.000061
g19-g54 11 1000.000061
g19-g55 11 1000.000061
g19-g56 11 1000.000061
g19-g57 11 1000.000000
g19-g61 11 1000.000000
g19-g62 11 1000.000061
g19-g63 11 1000.000061
g19-g64 11 1000.000061
g19-g65 11 1000.000000
g19-g67 11 1000.000061
g19-g68 11 1000.000061
g19-g69 11 1000.000061
g19-g70 11 1000.000122
g19-g71 11 1000.000122
g19-g72 11 1000.000061
g19-g74 11 1000.000061
g19-g75 11 1000.000061
g19-g76 11 1000.000061
g19-g77 11 1000.000061
g19-g78 11 1000.000122
g19-g79 11 1000.000061
g19-g80 11 1000.000244
g19-g81 11 1000.000122
g19-g83 11 1000.000244
g19-g84 11 1000.000122
g19-g85 11 1000.000244
g19-g87 11 1000.000183
g19-g88 11 1000.000122
g19-g89 11 1000.000122
g19-g90 11 1000.000122
g19-g91 11 1000.000061
g19-g92 11 1000.000000
g19-g94 11 1000.000061
g19-g95 11 1000.000183
g19-g96 11 1000.000244
g19-g97 11 1000.000183
g19-g98 11 1000.000122
g19-g99 11 1000.000122
g2-g100 11 1000.000000
g2-g101 11 7.689219
g2-g102 11 8.058892
g2-g103 11 8.005969
g2-g104 11 19.331867
g2-g105 11 19.440020
g2-g106 11 36.442390
g2-g107 11 41.058449
g2-g108 11 42.675858
g2-g109 11 44.690384
g2-g110 11 53.526794
g2-g111 11 77.030922
g2-g112 11 89.887894
g2-g51 11 0.024920
g2-g52 11 0.048163
g2-g53 11 0.028824
g2-g54 11 0.095960
g2-g55 11 0.083590
g2-g56 11 0.071421
g2-g57 11 9.700006
g2-g61 11 0.228680
g2-g62 11 0.165226
g2-g63 11 0.213896
g2-g64 11 0.268668
g2-g65 11 0.228778
g2-g67 11 0.262128
g2-g68 11 0.327883
g2-g69 11 0.361243
g2-g70 11 0.332747
g2-g71 11 0.469553
g2-g72 11 0.392640
g2-g74 11 0.514469
g2-g75 11 0.460167
g2-g76 11 0.497544
g2-g77 11 0.422317
g2-g78 11 0.493611
g2-g79 11 0.853859
g2-g80 11 1.440083
g2-g81 11 1.427444
g2-g83 11 1.585450
g2-g84 11 1.697731
g2-g85 11 1.772296
g2-g87 11 1.524882
g2-g88 11 1.597457
g2-g89 11 1.611013
g2-g90 11 3.030518
g2-g91 11 3.209789
g2-g92 11 3.947721
g2-g94 11 5.678279
g2-g95 11 6.576861
g2-g96 11 6.554515
g2-g97 11 6.512911
g2-g98 11 6.266998
g2-g99 11 6.589698
g20-g100 11 1000.000000
g20-g101 11 1e8
g20-g102 11 1e8
g20-g103 11 1e8
g20-g104 11 1e8
g20-g105 11 1e8
g20-g106 11 1e8
g20-g107 11 1e8
g20-g108 11 1e8
g20-g109 11 1e8
g20-g110 11 1e8
g20-g111 11 1e8
g20-g112 11 1e8
g20-g51 11 1000.000000
g20-g52 11 1000.000000
g20-g53 11 1000.000000
g20-g54 11 1000.000000
g20-g55 11 1000.000000
g20-g56 11 1000.000000
g20-g57 11 1000.000000
g20-g61 11 1000.000000
g20-g62 11 1000.000000
g20-g63 11 1000.000061
g20-g64 11 1000.000000
g20-g65 11 1000.000061
g20-g67 11 1000.000061
g20-g68 11 1000.000000
g20-g69 11 1000.000000
g20-g70 11 1000.000061
g20-g71 11 1000.000061
g20-g72 11 1000.000061
g20-g74 11 1000.000061
g20-g75 11 1000.000000
g20-g76 11 1000.000000
g20-g77 11 1000.000000
g20-g78 11 1000.000000
g20-g79 11 1000.000061
g20-g80 11 1000.000061
g20-g81 11 1000.000061
g20-g83 11 1000.000000
g20-g84 11 1000.000000
g20-g85 11 1000.000977
g20-g87 11 1000.000122
g20-g88 11 1000.000000
g20-g89 11 1000.000000
g20-g90 11 1000.000061
g20-g91 11 1000.000061
g20-g92 11 1000.000000
g20-g94 11 1000.000061
g20-g95 11 1000.000061
g20-g96 11 1000.000183
g20-g97 11 1000.000061
g20-g98 11 1000.000000
g20-g99 11 1000.000061
g21-g100 11 1000.000000
g21-g101 11 1e8
g21-g102 11 1e8
g21-g103 11 1e8
g21-g104 11 1e8
g21-g105 11 1e8
g21-g106 11 1e8
g21-g107 11 1e8
g21-g108 11 1e8
g21-g109 11 1e8
g21-g110 11 1e8
g21-g111 11 1e8
g21-g112 11 1e8
g21-g51 11 1000.000000
g21-g52 11 646.846313
g21-g53 11 1000.000000
g21-g54 11 1000.000000
g21-g55 11 1000.000000
g21-g56 11 1000.000000
g21-g57 11 28.010960
g21-g61 11 1000.000000
g21-g62 11 1000.000000
g21-g63 11 1000.000000
g21-g64 11 1000.000000
g21-g65 11 1000.000000
g21-g67 11 1000.000000
g21-g68 11 1000.000000
g21-g69 11 1000.000000
g21-g70 11 453.649933
g21-g71 11 1000.000000
g21-g72 11 288.390167
g21-g74 11 1000.000000
g21-g75 11 1000.000000
g21-g76 11 1000.000000
g21-g77 11 1000.000000
g21-g78 11 1000.000000
g21-g79 11 1000.000244
g21-g80 11 178.897919
g21-g81 11 1000.000061
g21-g83 11 1000.000000
g21-g84 11 1000.000000
g21-g85 11 1000.000000
g21-g87 11 1000.000061
g21-g88 11 1000.000061
g21-g89 11 1000.000000
g21-g90 11 1000.000000
g21-g91 11 1000.000000
g21-g92 11 1000.000000
g21-g94 11 1000.000122
g21-g95 11 1000.000000
g21-g96 11 1000.000122
g21-g97 11 693.107300
g21-g98 11 1000.000061
g21-g99 11 1000.003601
g22-g100 11 1e8
g22-g101 11 1e8
g22-g102 11 1e8
g22-g103 11 1e8
g22-g104 11 1e8
g22-g105 11 1e8
g22-g106 11 1e8
g22-g107 11 1e8
g22-g108 11 1e8
g22-g109 11 1e8
g22-g110 11 1e8
g22-g111 11 1e8
g22-g112 11 1e8
g22-g51 11 1000.000061
g22-g52 11 1000.000000
g22-g53 11 1000.000061
g22-g54 11 1000.000000
g22-g55 11 1000.000000
g22-g56 11 1000.000000
g22-g57 11 1000.000061
g22-g61 11 1000.000000
g22-g62 11 1000.000000
g22-g63 11 1000.000061
g22-g64 11 1000.000061
g22-g65 11 1000.000061
g22-g67 11 1000.000000
g22-g68 11 1000.000061
g22-g69 11 1000.000061
g22-g70 11 1000.000061
g22-g71 11 1000.000000
g22-g72 11 1000.000122
g22-g74 11 1000.000061
g22-g75 11 1000.000000
g22-g76 11 1000.000061
g22-g77 11 1000.000000
g22-g78 11 1000.000000
g22-g79 11 1000.000000
g22-g80 11 1000.000244
g22-g81 11 1000.000122
g22-g83 11 1000.000000
g22-g84 11 1000.000061
g22-g85 11 1000.000000
g22-g87 11 1000.000061
g22-g88 11 1000.000122
g22-g89 11 1000.000000
g22-g90 11 1000.000061
g22-g91 11 1000.000061
g22-g92 11 1000.000122
g22-g94 11 1000.000000
g22-g95 11 1e8
g22-g96 11 1e8
g22-g97 11 1e8
g22-g98 11 1e8
g22-g99 11 1e8
g23-g100 11 1e8
g23-g101 11 1e8
g23-g102 11 1e8
g23-g103 11 1e8
g23-g104 11 1e8
g23-g105 11 1e8
g23-g106 11 1e8
g23-g107 11 1e8
g23-g108 11 1e8
g23-g109 11 1e8
g23-g110 11 1e8
g23-g111 11 1e8
g23-g112 11 1e8
g23-g51 11 1000.000061
g23-g52 11 1000.000061
g23-g53 11 1000.000061
g23-g54 11 1000.000000
g23-g55 11 1000.000061
g23-g56 11 1000.000061
g23-g57 11 1000.000122
g23-g61 11 1000.000122
g23-g62 11 1000.000061
g23-g63 11 1000.000061
g23-g64 11 1000.000061
g23-g65 11 1000.000122
g23-g67 11 1000.000061
g23-g68 11 1000.000122
g23-g69 11 1000.000122
g23-g70 11 1000.000122
g23-g71 11 1000.000061
g23-g72 11 1000.000061
g23-g74 11 1000.000061
g23-g75 11 1000.000000
g23-g76 11 1000.000061
g23-g77 11 1000.000000
g23-g78 11 1000.000061
g23-g79 11 1000.000122
g23-g80 11 1000.000366
g23-g81 11 1000.000061
g23-g83 11 1000.000061
g23-g84 11 1000.000122
g23-g85 11 1000.000305
g23-g87 11 1000.000122
g23-g88 11 1000.000061
g23-g89 11 1000.000122
g23-g90 11 1000.000122
g23-g91 11 1000.000244
g23-g92 11 1000.000610
g23-g94 11 1e8
g23-g95 11 1e8
g23-g96 11 1e8
g23-g97 11 1e8
g23-g98 11 1e8
g23-g99 11 1e8
g24-g100 11 1e8
g24-g101 11 1e8
g24-g102 11 1e8
g24-g103 11 1e8
g24-g104 11 1e8
g24-g105 11 1e8
g24-g106 11 1e8
g24-g107 11 1e8
g24-g108 11 1e8
g24-g109 11 1e8
g24-g110 11 1e8
g24-g111 11 1e8
g24-g112 11 1e8
g24-g51 11 1000.000122
g24-g52 11 1000.000061
g24-g53 11 1000.000061
g24-g54 11 1000.000122
g24-g55 11 1000.000061
g24-g56 11 1000.000122
g24-g57 11 1000.000183
g24-g61 11 1000.000122
g24-g62 11 1000.000122
g24-g63 11 1000.000122
g24-g64 11 1000.000061
g24-g65 11 1000.000122
g24-g67 11 1000.000061
g24-g68 11 1000.000061
g24-g69 11 1000.000183
g24-g70 11 1000.000122
g24-g71 11 1000.000122
g24-g72 11 1000.000122
g24-g74 11 1000.000122
g24-g75 11 1000.000122
g24-g76 11 1000.000122
g24-g77 11 1000.000061
g24-g78 11 1000.000183
g24-g79 11 1000.000000
g24-g80 11 1000.000183
g24-g81 11 1000.000244
g24-g83 11 1000.000244
g24-g84 11 1000.000000
g24-g85 11 1000.000000
g24-g87 11 1000.000183
g24-g88 11 1000.000061
g24-g89 11 1000.000183
g24-g90 11 1000.000488
g24-g91 11 1000.048279
g24-g92 11 1000.000488
g24-g94 11 1e8
g24-g95 11 1e8
g24-g96 11 1e8
g24-g97 11 1e8
g24-g98 11 1e8
g24-g99 11 1e8
g25-g100 11 1e8
g25-g101 11 1e8
g25-g102 11 1e8
g25-g103 11 1e8
g25-g104 11 1e8
g25-g105 11 1e8
g25-g106 11 1e8
g25-g107 11 1e8
g25-g108 11 1e8
g25-g109 11 1e8
g25-g110 11 1e8
g25-g111 11 1e8
g25-g112 11 1e8
g25-g51 11 1000.000061
g25-g52 11 1000.000000
g25-g53 11 1000.000000
g25-g54 11 1000.000061
g25-g55 11 1000.000061
g25-g56 11 1000.000122
g25-g57 11 1000.000061
g25-g61 11 1000.000122
g25-g62 11 1000.000183
g25-g63 11 1000.000122
g25-g64 11 1000.000061
g25-g65 11 1000.000122
g25-g67 11 1000.000122
g25-g68 11 1000.000000
g25-g69 11 1000.000183
g25-g70 11 1000.000244
g25-g71 11 1000.000122
g25-g72 11 1000.000122
g25-g74 11 1000.000183
g25-g75 11 1000.000183
g25-g76 11 1000.000061
g25-g77 11 1000.000000
g25-g78 11 1000.000122
g25-g79 11 1000.000183
g25-g80 11 1000.000183
g25-g81 11 1000.000244
g25-g83 11 1000.000305
g25-g84 11 1000.000000
g25-g85 11 1000.000244
g25-g87 11 1000.000488
g25-g88 11 1000.000244
g25-g89 11 1000.000305
g25-g90 11 1000.000244
g25-g91 11 1000.000244
g25-g92 11 1000.000183
g25-g94 11 1e8
g25-g95 11 1e8
g25-g96 11 1e8
g25-g97 11 1e8
g25-g98 11 1e8
g25-g99 11 1e8
g26-g100 11 1e8
g26-g101 11 1e8
g26-g102 11 1e8
g26-g103 11 1e8
g26-g104 11 1e8
g26-g105 11 1e8
g26-g106 11 1e8
g26-g107 11 1e8
g26-g108 11 1e8
g26-g109 11 1e8
g26-g110 11 1e8
g26-g111 11 1e8
g26-g112 11 1e8
g26-g51 11 1000.000122
g26-g52 11 1000.000061
g26-g53 11 1000.000061
g26-g54 11 1000.000061
g26-g55 11 1000.000000
g26-g56 11 1000.000000
g26-g57 11 1000.000122
g26-g61 11 1000.000122
g26-g62 11 1000.000061
g26-g63 11 1000.000061
g26-g64 11 1000.000061
g26-g65 11 1000.000061
g26-g67 11 1000.000061
g26-g68 11 1000.000122
g26-g69 11 1000.000244
g26-g70 11 1000.000122
g26-g71 11 1000.000122
g26-g72 11 1000.000122
g26-g74 11 1000.000061
g26-g75 11 1000.000061
g26-g76 11 1000.000061
g26-g77 11 1000.000061
g26-g78 11 1000.000061
g26-g79 11 1000.000183
g26-g80 11 1000.000183
g26-g81 11 1000.000183
g26-g83 11 1000.000244
g26-g84 11 1000.000122
g26-g85 11 1000.000122
g26-g87 11 1000.000122
g26-g88 11 1000.000122
g26-g89 11 1000.000366
g26-g90 11 1000.000122
g26-g91 11 1000.000366
g26-g92 11 1000.000122
