instance family
mcs30_m2Dr6_s30_AB00 0 116557
mcs30_m2Dr6_s30_AB01 0 90643
mcs30_m2Dr6_s30_AB02 0 260397
mcs30_m2Dr6_s30_AB03 0 176792
mcs30_m2Dr6_s30_AB04 0 172615
mcs30_m2Dr6_s30_AB05 0 191948
mcs30_m2Dr6_s30_AB06 0 160252
mcs30_m2Dr6_s30_AB07 0 153107
mcs30_m2Dr6_s30_AB08 0 290639
mcs30_m2Dr6_s30_AB09 0 213889
mcs30_m2Dr6_s50_AB00 0 1000000
mcs30_m2Dr6_s50_AB01 0 1000000
